NCBI.id	ENSG.id	name	pDI	pHaplo	pTriplo	list.count	list.name
3481	ENSG00000167244	IGF2	0.49281107	0.953027723612624	0.551149252159772	1	UKBB.PL.MC
10603	ENSG00000160999	SH2B2	0.43474461	0.317162764460419	0.421289721262926	1	UKBB.PL.MC
8660	ENSG00000185950	IRS2	0.95348066	0.967486616192413	0.87049827246637	1	UKBB.PL.MC
2558	ENSG00000186297	GABRA5	0.92088276	0.434031773968726	0.326593416225783	2	UKBB.PL.MC,MMECFS
2563	ENSG00000187730	GABRD	0.50717958	0.806680366606631	0.532322791454217	2	UKBB.PL.MC,MMECFS
352954	ENSG00000291122	CASTOR3	0.1238872	0.0777123785433687	0.341416422947306	1	UKBB.PL.MC
6540	ENSG00000010379	SLC6A13	0.06173339	0.788724482829157	0.0515835790177779	1	UKBB.PL.MC
6506	ENSG00000110436	SLC1A2	0.91767911	0.906208360934928	0.503412607946131	1	UKBB.PL.MC
10658	ENSG00000149187	CELF1	0.94522169	0.910854159791409	0.991442372880937	1	UKBB.PL.MC
56652	ENSG00000107815	TWNK	0.65174716	0.370917973356469	0.796532984301629	1	UKBB.PL.MC
7274	ENSG00000137561	TTPA	0.1796896	0.301967738812801	0.226100878499358	1	UKBB.PL.MC
4154	ENSG00000152601	MBNL1	0.86323719	0.857265165053005	0.914303297717206	1	UKBB.PL.MC
2719	ENSG00000147257	GPC3	NA	NA	NA	1	UKBB.PL.MC
3340	ENSG00000070614	NDST1	0.96360298	0.790252810804108	0.905414726125726	1	UKBB.PL.MC
9653	ENSG00000153936	HS2ST1	0.30451472	0.453821582359278	0.634724210681795	1	UKBB.PL.MC
5045	ENSG00000140564	FURIN	0.99974185	0.916998168727888	0.861197083277065	1	UKBB.PL.MC
2258	ENSG00000129682	FGF13	NA	NA	NA	1	UKBB.PL.MC
22901	ENSG00000141337	ARSG	0.05704662	0.552280723903771	0.597834543066826	1	UKBB.PL.MC
54165	ENSG00000043093	DCUN1D1	0.73229974	0.930702240838714	0.844304218870745	1	UKBB.PL.MC
64641	ENSG00000221818	EBF2	0.972552	0.988700738595342	0.978272415009335	1	UKBB.PL.MC
131034	ENSG00000196353	CPNE4	0.57147095	0.515788681082137	0.490924677001753	1	UKBB.PL.MC
83857	ENSG00000133687	TMTC1	0.15217534	0.501752419656505	0.525116823022181	1	UKBB.PL.MC
23090	ENSG00000102935	ZNF423	0.98127961	0.987452637654721	0.964427967895965	1	UKBB.PL.MC
57205	ENSG00000145246	ATP10D	0.06233342	0.316525884560817	0.424615989339419	1	UKBB.PL.MC
23120	ENSG00000118322	ATP10B	0.18834686	0.346941240823327	0.465869156214481	1	UKBB.PL.MC
57194	ENSG00000206190	ATP10A	0.19390653	0.347075161086651	0.687895390238814	1	UKBB.PL.MC
23250	ENSG00000068650	ATP11A	0.11174851	0.933640035315029	0.886077587190972	1	UKBB.PL.MC
10396	ENSG00000124406	ATP8A1	0.62140317	0.909217409672892	0.547877993170774	1	UKBB.PL.MC
9971	ENSG00000012504	NR1H4	0.22041394	0.518718430514445	0.748937915722953	1	UKBB.PL.MC
8647	ENSG00000276582	ABCB11	0.05731395	0.198445654609823	0.64824614695234	1	UKBB.PL.MC
435	ENSG00000126522	ASL	0.06467371	0.143089994364794	0.244484713533743	1	UKBB.PL.MC
162417	ENSG00000161653	NAGS	0.38074895	0.530350559022681	0.675481139189072	1	UKBB.PL.MC
4942	ENSG00000065154	OAT	0.12446409	0.666358346608805	0.309643491990537	1	UKBB.PL.MC
445	ENSG00000130707	ASS1	0.13462974	0.915126497311313	0.871178487217451	1	UKBB.PL.MC
91442	ENSG00000131944	FAAP24	0.11428498	0.204669047623742	0.153357227037716	1	UKBB.PL.MC
23787	ENSG00000137409	MTCH1	0.84504594	0.625692453550257	0.484924879917409	1	UKBB.PL.MC
3181	ENSG00000122566	HNRNPA2B1	0.99900145	0.975875609365765	0.499677207393433	1	UKBB.PL.MC
9107	ENSG00000139505	MTMR6	0.05388987	0.246123692664463	0.600812352040578	1	UKBB.PL.MC
2977	ENSG00000152402	GUCY1A2	0.48405973	0.768977881057118	0.386603934458035	1	UKBB.PL.MC
5728	ENSG00000284792	PTEN	NA	NA	NA	1	UKBB.PL.MC
207	ENSG00000142208	AKT1	0.9996715	0.712983821512667	0.993372408442732	2	UKBB.PL.MC,MMECFS
33	ENSG00000115361	ACADL	0.10689699	0.743650792738588	0.295789331475891	1	SIP
672	ENSG00000012048	BRCA1	0.98257756	0.282374740223128	0.620028553615501	1	SIP
1080	ENSG00000001626	CFTR	0.84175566	0.11518933934947	0.337136854543564	1	SIP
1352	ENSG00000006695	COX10	0.1611988	0.585543848027588	0.28658717520667	1	SIP
3026	ENSG00000148702	HABP2	0.49565139	0.790232285137693	0.48311788639065	1	SIP
114902	ENSG00000223953	MFRP	NA	0.808059175220247	0.747456356367252	1	SIP
27445	ENSG00000186472	PCLO	0.2286637	0.862275840078466	0.121234807334443	1	SIP
5071	ENSG00000185345	PRKN	0.79683488	0.873112817481891	0.592853374778183	1	SIP
23414	ENSG00000169946	ZFPM2	0.99734889	0.983986965601272	0.835210726397543	1	SIP
1376	ENSG00000157184	CPT2	0.32603959	0.50592377129046	0.737326648086596	1	SIP
3030	ENSG00000084754	HADHA	NA	NA	NA	1	SIP
37	ENSG00000072778	ACADVL	0.06270185	0.39009638934498	0.554911475701694	1	SIP
1892	ENSG00000127884	ECHS1	0.06844217	0.875391719040236	0.388913429082906	1	SIP
8310	ENSG00000087008	ACOX3	0.07743312	0.485177465962894	0.193177180213328	1	SIP
10449	ENSG00000167315	ACAA2	0.07846798	0.717235539137365	0.972506687040944	1	SIP
30	ENSG00000060971	ACAA1	0.08022974	0.52013274311969	0.438303450733594	1	SIP
51	ENSG00000161533	ACOX1	0.09171241	0.784243949221781	0.522475679039915	1	SIP
3032	ENSG00000138029	HADHB	0.08225353	0.709298879175326	0.852723239684177	1	SIP
29086	ENSG00000105393	BABAM1	0.1272126	0.283184419143396	0.716039271338861	1	SIP
7157	ENSG00000141510	TP53	0.99902799	0.850413172276717	0.770654027605123	1	SIP
472	ENSG00000149311	ATM	0.63230797	0.875065372454027	0.414604200881496	1	SIP
2177	ENSG00000144554	FANCD2	0.47835775	0.781480282884555	0.274070128821614	1	SIP
79728	ENSG00000083093	PALB2	0.2424485	0.702371113560008	0.311564746377971	1	SIP
4361	ENSG00000020922	MRE11	0.2518267	0.725065914652994	0.435375269334722	1	SIP
580	ENSG00000138376	BARD1	0.58215259	0.870553434085458	0.332438743409081	1	SIP
11073	ENSG00000163781	TOPBP1	0.72683099	0.95170330234534	0.754721761341216	1	SIP
9577	ENSG00000158019	BABAM2	0.14758394	0.667998351683429	0.508645157632874	1	SIP
10273	ENSG00000103266	STUB1	0.96808983	0.291509207919245	0.346214693441997	1	SIP
9351	ENSG00000065054	SLC9A3R2	0.63573251	0.390911410371229	0.371275648315745	1	SIP
6048	ENSG00000223767	RNF5	0.1360974	0.160536244483389	0.676928473762138	1	SIP
3312	ENSG00000109971	HSPA8	0.99991025	0.973047107174705	0.91499405414052	1	SIP
3320	ENSG00000080824	HSP90AA1	0.97862128	0.959164520339137	0.558858571076271	2	SIP,MMECFS
57120	ENSG00000047932	GOPC	0.49611372	0.536592323164804	0.588709659740088	1	SIP
9368	ENSG00000109062	SLC9A3R1	0.86502761	0.710679272471367	0.129543582079774	1	SIP
2235	ENSG00000066926	FECH	0.0970541	0.82767021838337	0.486186256066677	1	SIP
3052	ENSG00000004961	HCCS	NA	NA	NA	1	SIP
1353	ENSG00000166260	COX11	0.23873787	0.455974127733379	0.277303882252356	1	SIP
9997	ENSG00000284194	SCO2	0.10893273	0.642593139016387	0.1231333622123	1	SIP
6341	ENSG00000133028	SCO1	0.11195123	0.757998556544249	0.127407874046139	1	SIP
4513	ENSG00000198712	MT-CO2	NA	NA	NA	2	SIP,MMECFS
6834	ENSG00000280627	SURF1	0.07033918	0.429262460295267	0.616162486960746	1	SIP
4512	ENSG00000198804	MT-CO1	NA	NA	NA	2	SIP,MMECFS
4514	ENSG00000198938	MT-CO3	NA	NA	NA	1	SIP
3084	ENSG00000157168	HRG	NA	NA	NA	1	SIP
2244	ENSG00000171564	FGB	0.08690613	0.600645280210546	0.241578834427469	1	SIP
2243	ENSG00000171560	FGA	0.16077699	0.563074170317894	0.137822729491369	1	SIP
2266	ENSG00000171557	FGG	0.18122673	0.792343302407891	0.204721502572662	1	SIP
176	ENSG00000157766	ACAN	0.9958176	0.963382564271519	0.292635946387808	1	SIP
5754	ENSG00000112655	PTK7	0.76250347	0.966353926869067	0.760563372968109	1	SIP
30820	ENSG00000182132	KCNIP1	0.20734327	0.874251350540358	0.685221048435486	1	SIP
197335	ENSG00000161996	WDR90	0.18013996	0.180785387754107	0.133152179820322	1	SIP
7275	ENSG00000166402	TUB	0.71930381	0.74183267996542	0.565306674916229	1	SIP
6121	ENSG00000116745	RPE65	0.10172392	0.399912025122001	0.21654423808381	1	SIP
10002	ENSG00000278570	NR2E3	NA	NA	NA	1	SIP
343035	ENSG00000198570	RD3	0.13248528	0.278296832742025	0.191203303670839	1	SIP
5158	ENSG00000133256	PDE6B	0.17025188	0.887794249807447	0.346412154901512	1	SIP
646960	ENSG00000237412	PRSS56	0.09974339	0.850689825061232	0.403614912313744	1	SIP
5864	ENSG00000105649	RAB3A	0.90627662	0.219910334284173	0.641991471368435	1	SIP
9699	ENSG00000176406	RIMS2	0.66926745	0.857692866958117	0.910780959771627	1	SIP
11069	ENSG00000091428	RAPGEF4	0.891644	0.926540024104894	0.931479724075867	1	SIP
1488	ENSG00000175029	CTBP2	0.97441259	0.816870516057348	0.741298581402296	1	SIP
8927	ENSG00000164061	BSN	0.8765196	0.819143886716198	0.916184454572585	1	SIP
6853	ENSG00000008056	SYN1	NA	NA	NA	1	SIP
94025	ENSG00000291738	MUC16	0.19934758	0.120759691441614	0.121363937405828	2	SIP,Klimas23
53353	ENSG00000168702	LRP1B	0.84846325	0.921523772572763	0.884907755953202	1	SIP
7332	ENSG00000185651	UBE2L3	0.99450926	0.704827051755259	0.999702524011239	1	SIP
11315	ENSG00000116288	PARK7	0.93940224	0.944989145277755	0.433493199168412	1	SIP
65018	ENSG00000158828	PINK1	0.50321706	0.250159509391738	0.398012068408919	1	SIP
6622	ENSG00000145335	SNCA	0.99268707	0.399372132333056	0.311985730972258	1	SIP
7311	ENSG00000221983	UBA52	0.98177389	0.202409628064836	0.85911865489697	1	SIP
55669	ENSG00000171109	MFN1	0.08459687	0.543612716497212	0.228177632592062	1	SIP
7316	ENSG00000150991	UBC	0.99944875	0.403433755712464	0.277816431406027	1	SIP
7314	ENSG00000170315	UBB	0.99918638	0.258429977816211	0.753560892492789	1	SIP
9927	ENSG00000116688	MFN2	0.79876382	0.57609874648313	0.826089878243196	1	SIP
7490	ENSG00000184937	WT1	0.98586904	0.984218832357795	0.57929772521313	1	SIP
2627	ENSG00000141448	GATA6	0.81431469	0.993144172674303	0.934898045117527	1	SIP
7026	ENSG00000185551	NR2F2	0.99999147	0.998333921219227	0.86007917011741	1	SIP
5295	ENSG00000145675	PIK3R1	0.99923598	0.963640953988576	0.999942976961164	1	SIP
2626	ENSG00000285109	GATA4	0.99867227	0.986115422645302	0.915697988318468	1	SIP
2516	ENSG00000136931	NR5A1	NA	NA	NA	1	SIP
6736	ENSG00000184895	SRY	NA	NA	NA	1	SIP
4846	ENSG00000164867	NOS3	0.84385984	0.784686305435686	0.730287416353911	1	MMECFS
1645	ENSG00000187134	AKR1C1	NA	NA	NA	1	MMECFS
1646	ENSG00000151632	AKR1C2	0.06894098	0.298311594217738	0.101140324744187	1	MMECFS
6609	ENSG00000166311	SMPD1	0.37761814	0.644161689334697	0.687147089741986	1	MMECFS
4508	ENSG00000198899	ATP6	NA	NA	NA	1	MMECFS
5742	ENSG00000095303	COX1	NA	NA	NA	1	MMECFS
2554	ENSG00000022355	GABRA1	0.85983041	0.639166044397065	0.536370263510489	1	MMECFS
2555	ENSG00000151834	GABRA2	0.76517283	0.246129864339611	0.434375024092764	1	MMECFS
2556	ENSG00000011677	GABRA3	NA	NA	NA	1	MMECFS
2557	ENSG00000109158	GABRA4	0.62017437	0.149429959238009	0.453890789808276	1	MMECFS
2560	ENSG00000163288	GABRB1	0.92649844	0.269351027767793	0.644471261884727	1	MMECFS
2561	ENSG00000145864	GABRB2	0.89797092	0.771410463849393	0.647044643484172	1	MMECFS
2562	ENSG00000166206	GABRB3	0.96189791	0.697190789765002	0.992634885936614	1	MMECFS
2566	ENSG00000113327	GABRG2	0.74418943	0.458255514580317	0.59271873001551	1	MMECFS
857	ENSG00000105974	CAV1	0.9626679	0.87528346435735	0.607343139338701	1	MMECFS
3326	ENSG00000096384	HSP90AB1	0.99925519	0.925135980381792	0.770563368908214	1	MMECFS
91860	ENSG00000129007	CALML4	0.14147553	0.180322334697907	0.18857859700003	1	MMECFS
51806	ENSG00000178372	CALML5	0.73206246	0.424560579432363	0.222638175850075	1	MMECFS
810	ENSG00000178363	CALML3	0.70207053	0.277219467123037	0.18762752969044	1	MMECFS
163688	ENSG00000169885	CALML6	0.30903701	0.280577675398836	0.321901451204739	1	MMECFS
51070	ENSG00000142546	NOSIP	0	0.32358271402307	0.503636651288903	1	MMECFS
8644	ENSG00000196139	AKR1C3	0.07358073	0.164451111093651	0.0340438844859974	1	MMECFS
1586	ENSG00000148795	CYP17A1	0.17947609	0.566921558888163	0.76632672108435	1	MMECFS
3283	ENSG00000203857	HSD3B1	0.06437874	0.10816293729807	0.962294875003144	1	MMECFS
79644	ENSG00000128039	SRD5A3	0.09083437	0.0938662818813775	0.23585398623723	1	MMECFS
3284	ENSG00000203859	HSD3B2	0.14760432	0.482595742158807	0.335182161965772	1	MMECFS
6716	ENSG00000277893	SRD5A2	NA	NA	NA	1	MMECFS
6715	ENSG00000145545	SRD5A1	0.17526642	0.894712062607849	0.860984444447502	1	MMECFS
54578	ENSG00000167165	UGT1A6	NA	NA	NA	1	MMECFS
54658	ENSG00000241635	UGT1A1	NA	0.620246588792624	0.6430678120489	1	MMECFS
7367	ENSG00000197888	UGT2B17	0.08668493	0.0805973624048378	0.219454696623674	1	MMECFS
7366	ENSG00000277132	UGT2B15	0.16469419	0.105249637322578	0.351268835662779	1	MMECFS
10170	ENSG00000073737	DHRS9	0.11862681	0.10590337181382	0.113143922460921	1	MMECFS
2629	ENSG00000262446	GBA	0.52595356	0.102756596216872	0.686456747920024	1	MMECFS
2581	ENSG00000054983	GALC	0.07501413	0.299087455935965	0.110408539650644	1	MMECFS
55627	ENSG00000292130	SMPD4	0.09155004	0.208736738426479	0.408071178569316	1	MMECFS
55512	ENSG00000103056	SMPD3	0.30965881	0.817633316662599	0.911404811632097	1	MMECFS
166929	ENSG00000164023	SGMS2	0.15953872	0.351873267895778	0.595602721183155	1	MMECFS
6610	ENSG00000135587	SMPD2	0.18068084	0.47907914768443	0.654977382037658	1	MMECFS
259230	ENSG00000198964	SGMS1	0.94494207	0.68306695599584	0.676876399342352	1	MMECFS
7357	ENSG00000148154	UGCG	0.97824867	0.85000790192231	0.55332183825852	1	MMECFS
427	ENSG00000104763	ASAH1	0.08614113	0.479447289597616	0.0900615876494444	1	MMECFS
4519	ENSG00000198727	MT-CYB	NA	NA	NA	1	MMECFS
4535	ENSG00000198888	MT-ND1	NA	NA	NA	1	MMECFS
4508	ENSG00000198899	MT-ATP6	NA	NA	NA	1	MMECFS
10476	ENSG00000167863	ATP5PD	0.09623301	0.426924495048564	0.195096270014573	1	MMECFS
506	ENSG00000110955	ATP5F1B	0.95796791	0.468550061880974	0.965570769406957	1	MMECFS
521	ENSG00000169020	ATP5ME	0.06126573	0.796328686440884	0.253148730100947	1	MMECFS
539	ENSG00000241837	ATP5PO	0.1180723	0.586746764309221	0.385099914215211	1	MMECFS
514	ENSG00000124172	ATP5F1E	0.06056377	0.696525745517997	0.263178645640261	1	MMECFS
509	ENSG00000165629	ATP5F1C	0.13390432	0.695879789028441	0.414806556767062	1	MMECFS
4539	ENSG00000212907	MT-ND4L	NA	NA	NA	1	MMECFS
4540	ENSG00000198786	MT-ND5	NA	NA	NA	1	MMECFS
7385	ENSG00000140740	UQCRC2	0.15139864	0.422152893968349	0.48182375944182	1	MMECFS
1537	ENSG00000179091	CYC1	0.29124193	0.474217776955165	0.611217429035179	1	MMECFS
7386	ENSG00000169021	UQCRFS1	0.51914125	0.33990684641466	0.552442019578026	1	MMECFS
1329	ENSG00000291596	COX5B	0.14679288	0.312453893916785	0.405150410443243	1	MMECFS
9377	ENSG00000178741	COX5A	0.50105754	0.617458763531127	0.574401339332175	1	MMECFS
4905	ENSG00000278174	NSF	0.74701645	0.421426989623525	0.844114256423956	1	MMECFS
5334	ENSG00000115896	PLCL1	0.14952302	0.726334223175665	0.635420042655333	1	MMECFS
328	ENSG00000291796	HAP1	NA	NA	NA	1	MMECFS
